"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","251","Get exercises","LMS service","2026-08-06","passed","2026-08-06","Get entities","Exercises","",""
"","269","Create file with empty filename","LMS service","2026-08-06","passed","2026-08-06","Validate entity","Files","",""
"","480","Login with correct email and password","LMS service","2026-08-06","passed","2026-08-06","Login","Authentication","",""
"","20","Update exercise","LMS service","2026-08-06","passed","2026-08-06","Update entity","Exercises","",""
"","16","Get exercise","LMS service","2026-08-06","passed","2026-08-06","Get entity","Exercises","",""
"","10","Get file","LMS service","2026-08-06","passed","2026-08-06","Get entity","Files","",""
"","22","Create file","LMS service","2026-08-06","passed","2026-08-06","Create entity","Files","",""
"","255","Delete file","LMS service","2026-08-06","passed","2026-08-06","Delete entity","Files","",""
"","22","Create course","LMS service","2026-08-06","passed","2026-08-06","Create entity","Courses","",""
"","254","Create exercise","LMS service","2026-08-06","passed","2026-08-06","Create entity","Exercises","",""
"","16","Delete exercise","LMS service","2026-08-06","passed","2026-08-06","Delete entity","Exercises","",""
"","238","Create file with empty directory","LMS service","2026-08-06","passed","2026-08-06","Validate entity","Files","",""
"","252","Get file with incorrect file id","LMS service","2026-08-06","passed","2026-08-06","Validate entity","Files","",""
"","9","Get user me","LMS service","2026-08-06","passed","2026-08-06","Get entity","Users","",""
"","492","Create user","LMS service","2026-08-06","passed","2026-08-06","Create entity","Users","",""
"","21","Get three exercises","LMS service","2026-08-06","passed","2026-08-06","Get entities","Exercises","",""
"","259","Create user","LMS service","2026-08-06","passed","2026-08-06","Create entity","Users","",""
"","259","Get courses","LMS service","2026-08-06","passed","2026-08-06","Get entities","Courses","",""
"","366","Update course","LMS service","2026-08-06","passed","2026-08-06","Update entity","Courses","",""
"","252","Create user","LMS service","2026-08-06","passed","2026-08-06","Create entity","Users","",""
"","25","Get three courses","LMS service","2026-08-06","passed","2026-08-06","Get entities","Courses","",""
